City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Martinsburg,US,39.4562,-77.9639,70.48,90,100,0.0,overcast clouds
348,Hualmay,PE,-11.0964,-77.6139,66.31,79,29,7.11,scattered clouds
349,Charagua,BO,-19.8,-63.2167,69.37,70,100,4.5,overcast clouds
350,Yarovoye,RU,52.9273,78.58,71.47,47,52,5.73,light rain
351,Pribram,CZ,49.6899,14.0104,71.98,100,80,7.14,broken clouds
352,Hindupur,IN,13.8289,77.4933,89.74,40,34,4.07,scattered clouds
353,Zhezkazgan,KZ,47.8043,67.7144,69.78,32,40,13.42,scattered clouds
354,Sao Mateus,BR,-18.7161,-39.8589,78.89,67,100,8.37,overcast clouds
355,Biu,NG,10.6129,12.1946,95.68,22,100,2.37,overcast clouds
356,Tambovka,RU,50.0969,128.0489,46.06,69,100,8.3,overcast clouds
357,Humboldt,US,40.6665,-123.9178,45.14,95,71,2.75,broken clouds
358,Camapua,BR,-19.5314,-54.0439,86.63,40,7,7.63,clear sky
359,Toul,FR,48.6667,5.9167,74.32,33,0,3.44,clear sky
360,Altay,CN,47.8667,88.1167,60.17,28,0,9.62,clear sky
361,Abnub,EG,27.2696,31.1511,98.82,15,54,15.21,broken clouds
362,Niamey,NE,13.5137,2.1098,104.29,20,0,11.5,clear sky
363,Trelew,AR,-43.249,-65.3051,50.52,51,0,17.18,clear sky
364,Cabedelo,BR,-6.9811,-34.8339,79.47,75,36,12.62,scattered clouds
365,Pangnirtung,CA,66.1451,-65.7125,19.02,77,5,2.48,clear sky
366,Demba,CD,-5.51,22.2667,90.64,33,41,5.55,scattered clouds
367,Mahibadhoo,MV,3.7833,72.9667,83.95,74,100,17.6,moderate rain
368,Lebyazhye,RU,55.2689,66.4947,60.66,57,100,10.04,overcast clouds
369,Agropoli,IT,40.3469,14.9966,73.09,52,73,6.11,broken clouds
370,Husavik,IS,66.0449,-17.3389,39.36,81,100,12.46,overcast clouds
371,Olafsvik,IS,64.8945,-23.7142,39.83,63,41,9.4,scattered clouds
372,Sorland,NO,67.667,12.6934,44.46,86,61,25.26,broken clouds
373,Tessalit,ML,20.1986,1.0114,99.39,6,0,9.37,clear sky
374,Andenes,NO,69.3143,16.1194,44.58,87,75,10.36,light intensity drizzle
375,Kuhdasht,IR,33.535,47.6061,80.15,13,0,8.93,clear sky
376,Werda,BW,-25.2667,23.2833,81.57,18,0,9.44,clear sky
377,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.03,37,99,4.27,overcast clouds
378,Adrar,MR,20.5022,-10.0711,103.8,7,11,11.34,few clouds
379,Teknaf,BD,20.8624,92.3058,83.21,85,33,8.52,scattered clouds
380,Puerto Leguizamo,CO,-0.1934,-74.7819,76.5,92,87,3.22,overcast clouds
381,Hobyo,SO,5.3505,48.5268,83.12,76,82,27.49,broken clouds
382,Gobabis,NA,-22.45,18.9667,79.52,12,0,2.64,clear sky
383,Qasigiannguit,GL,68.8193,-51.1922,22.46,74,100,3.18,overcast clouds
384,Voi,KE,-3.3945,38.563,80.98,52,100,12.17,overcast clouds
385,Iralaya,HN,15.0,-83.2333,80.38,82,16,8.61,few clouds
386,Akureyri,IS,65.6835,-18.0878,44.53,53,20,3.44,few clouds
387,Sawakin,SD,19.1059,37.3321,91.22,51,1,9.31,clear sky
388,Iquitos,PE,-3.7481,-73.2472,78.84,89,40,4.61,scattered clouds
389,Prado,BR,-17.3411,-39.2208,76.87,85,98,10.29,overcast clouds
390,Anloga,GH,5.7947,0.8973,85.42,71,100,10.2,overcast clouds
391,Neuquen,AR,-38.9516,-68.0591,40.89,65,0,3.44,clear sky
392,Williamsport,US,41.2412,-77.0011,70.11,80,100,3.44,overcast clouds
393,Carballo,ES,43.213,-8.691,82.09,42,81,4.94,broken clouds
394,Bonthe,SL,7.5264,-12.505,86.27,67,65,10.31,light rain
395,Virtsu,EE,58.5716,23.5115,53.06,95,100,9.17,overcast clouds
396,Beyneu,KZ,45.3167,55.2,75.49,29,8,13.27,clear sky
397,Siparia,TT,10.1333,-61.5,87.82,77,8,5.99,clear sky
398,Vianopolis,BR,-16.7419,-48.5164,79.47,42,10,10.78,clear sky
399,Bignona,SN,12.8103,-16.2264,95.04,21,92,4.38,overcast clouds
400,Visby,SE,57.6409,18.296,61.95,71,0,11.5,clear sky
401,Amboasary,MG,-25.0333,46.3833,75.15,64,0,7.31,clear sky
402,Presidente Olegario,BR,-18.4178,-46.4181,78.55,44,39,6.08,scattered clouds
403,Iskateley,RU,67.6803,53.1512,58.3,64,14,9.4,few clouds
404,Marawi,PH,7.9986,124.2928,70.7,95,100,3.83,moderate rain
405,Salekhard,RU,66.53,66.6019,43.47,95,74,16.49,broken clouds
406,Emba,KZ,48.8264,58.1442,67.51,37,11,13.87,few clouds
407,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,11.5,clear sky
408,Uribia,CO,11.7139,-72.266,86.49,61,98,20.92,overcast clouds
409,Petauke,ZM,-14.2426,31.3253,77.04,31,0,6.4,clear sky
410,Omboue,GA,-1.5746,9.2618,83.55,75,97,10.56,light rain
411,Labytnangi,RU,66.6572,66.4183,44.15,92,80,16.35,broken clouds
412,San Juan,AR,-31.5375,-68.5364,58.71,72,99,10.22,overcast clouds
413,Gravdal,NO,68.1214,13.5031,43.41,84,30,23.78,scattered clouds
414,Saint-Augustin,CA,51.226,-58.6502,40.42,88,96,6.06,overcast clouds
415,Tukrah,LY,32.5341,20.5791,70.47,58,0,12.1,clear sky
416,Latur,IN,18.4,76.5833,99.45,18,22,8.61,few clouds
417,Suksun,RU,57.1431,57.3949,55.51,60,100,11.23,overcast clouds
418,Tortoli,IT,39.9256,9.6572,73.22,73,0,13.8,clear sky
419,Bloomsburg,US,41.0037,-76.4549,71.6,90,100,2.95,overcast clouds
420,Ciechocinek,PL,52.8791,18.7951,63.66,54,98,15.17,overcast clouds
421,Talcahuano,CL,-36.7167,-73.1167,50.04,60,100,5.75,overcast clouds
422,Lubaczow,PL,50.157,23.1234,64.51,66,96,11.74,overcast clouds
423,Chipinge,ZW,-20.1883,32.6236,69.35,48,0,7.34,clear sky
424,Kassala,SD,15.451,36.4,109.65,6,0,8.25,clear sky
425,Antalaha,MG,-14.9003,50.2788,77.7,66,0,15.7,clear sky
426,Abeche,TD,13.8292,20.8324,103.98,18,26,11.05,scattered clouds
427,Abu Dhabi,AE,24.4667,54.3667,86.11,46,0,17.27,clear sky
428,Natal,BR,-5.795,-35.2094,84.85,79,75,13.8,broken clouds
429,Greece,US,43.2098,-77.6931,76.62,71,20,11.5,few clouds
430,Novoagansk,RU,61.9449,76.6625,66.13,46,97,9.48,overcast clouds
431,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,78,40,5.75,scattered clouds
432,Imbituba,BR,-28.24,-48.6703,70.09,85,40,15.01,scattered clouds
433,Ramjibanpur,IN,22.8333,87.6167,87.96,66,91,18.07,overcast clouds
434,Bull Savanna,JM,17.8868,-77.5902,79.39,74,100,13.09,overcast clouds
435,Nizhniy Lomov,RU,53.5304,43.6766,57.51,65,77,13.91,broken clouds
436,Road Town,VG,18.4167,-64.6167,82.49,74,40,13.8,scattered clouds
437,Onega,RU,63.9061,38.1404,49.6,75,99,7.05,light rain
438,Worcester,US,42.3334,-71.8328,77.76,69,27,1.99,scattered clouds
439,Rio Gallegos,AR,-51.6226,-69.2181,35.65,80,0,8.05,clear sky
440,Porbandar,IN,21.6422,69.6093,85.19,78,0,13.13,clear sky
441,Mocuba,MZ,-16.8392,36.9856,75.76,77,17,4.25,light rain
442,Pemba,MZ,-12.974,40.5178,83.1,65,20,12.66,few clouds
443,Azuaga,ES,38.2667,-5.6833,83.66,26,8,17.0,clear sky
444,Obninsk,RU,55.0969,36.6103,54.84,70,84,9.57,light rain
445,Foumban,CM,5.7291,10.9001,76.08,68,35,6.71,scattered clouds
446,Thompson,CA,55.7435,-97.8558,35.76,100,100,17.27,mist
447,Diffa,NE,13.3154,12.6113,104.85,7,7,10.18,clear sky
448,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,72,40,24.25,light intensity shower rain
449,Coihaique,CL,-45.5752,-72.0662,39.15,87,20,4.61,few clouds
450,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,86,40,3.44,scattered clouds
451,Paramonga,PE,-10.6667,-77.8333,66.07,81,45,6.76,scattered clouds
452,Eyl,SO,7.9803,49.8164,88.83,59,93,27.22,overcast clouds
453,Honningsvag,NO,70.9821,25.9704,38.95,75,69,11.5,broken clouds
454,Skvyra,UA,49.7318,29.6657,60.94,69,76,13.8,light rain
455,Kilindoni,TZ,-7.9139,39.6668,80.24,75,5,12.84,clear sky
456,Urengoy,RU,65.9667,78.3667,45.01,98,100,13.18,overcast clouds
457,Mezen,RU,65.8522,44.24,58.98,59,87,7.85,overcast clouds
458,Ancona,IT,43.55,13.1667,80.67,53,97,8.05,overcast clouds
459,Bejar,ES,40.3864,-5.7634,81.57,34,88,8.39,overcast clouds
460,Vallenar,CL,-28.5708,-70.7581,68.11,37,0,2.75,clear sky
461,Lubango,AO,-14.9172,13.4925,80.46,24,20,2.3,few clouds
462,Beloha,MG,-25.1667,45.05,77.34,45,0,6.96,clear sky
463,Ushtobe,KZ,45.2514,77.9838,67.44,54,100,7.94,overcast clouds
464,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,16.11,few clouds
465,Buenos Aires,AR,-34.6132,-58.3772,60.98,78,40,6.91,scattered clouds
466,Sept-Iles,CA,50.2001,-66.3821,57.63,50,20,8.05,few clouds
467,Pryazha,RU,61.6926,33.6216,52.83,69,100,4.61,overcast clouds
468,Mweka,CD,-4.85,21.5667,89.73,41,94,1.86,overcast clouds
469,Kalmunai,LK,7.4167,81.8167,81.95,80,99,8.08,overcast clouds
470,Tsiroanomandidy,MG,-18.7667,46.0333,72.75,54,8,3.51,clear sky
471,Karak,JO,31.1667,35.75,91.09,11,100,11.81,overcast clouds
472,Lakeside,US,30.13,-81.7682,80.96,72,20,3.44,few clouds
473,Ibra,OM,22.6906,58.5334,102.22,6,0,12.8,clear sky
474,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,62,0,6.91,clear sky
475,Chardara,KZ,41.2547,67.9692,69.78,59,98,12.75,light rain
476,San Benito Abad,CO,8.929,-75.0271,80.17,87,100,4.45,overcast clouds
477,Miandrivazo,MG,-19.5167,45.4667,84.31,42,16,4.32,few clouds
478,Port Blair,IN,11.6667,92.75,82.44,83,40,3.44,mist
479,Inirida,CO,3.8653,-67.9239,80.87,89,70,1.83,broken clouds
480,North Myrtle Beach,US,33.816,-78.68,77.11,79,0,5.75,clear sky
481,Eirunepe,BR,-6.6603,-69.8736,82.69,75,99,2.51,overcast clouds
482,Nabha,IN,30.3747,76.1486,103.96,4,0,7.76,clear sky
483,Fort-Shevchenko,KZ,44.5086,50.263,63.52,64,16,15.66,few clouds
484,Aguimes,ES,27.9054,-15.4461,70.43,73,75,14.97,broken clouds
485,Springbok,ZA,-29.6643,17.8865,70.47,9,0,3.4,clear sky
486,Taoudenni,ML,22.6783,-3.9836,101.1,7,12,19.62,few clouds
487,Nantucket,US,41.2835,-70.0995,69.94,94,100,11.5,mist
488,Nemencine,LT,54.85,25.4833,56.26,77,84,14.65,broken clouds
489,Mariinskiy Posad,RU,56.115,47.718,65.34,62,100,11.56,light rain
490,Port-Cartier,CA,50.0334,-66.8654,57.31,58,6,8.97,clear sky
491,Boa Vista,BR,2.8197,-60.6733,82.38,74,20,17.27,few clouds
492,Mwense,ZM,-10.3845,28.698,81.03,39,6,4.16,clear sky
493,Simplicio Mendes,BR,-7.8539,-41.9103,93.15,29,34,11.48,scattered clouds
494,Donskoye,RU,45.4552,41.9741,77.13,54,0,7.34,clear sky
495,Knysna,ZA,-34.0363,23.0471,64.6,60,15,5.73,few clouds
496,Abdanan,IR,32.9926,47.4198,84.92,11,0,8.25,clear sky
497,Nkawkaw,GH,6.5512,-0.7662,92.39,48,100,4.21,overcast clouds
498,Kozhva,RU,65.1073,57.0459,59.7,50,100,11.61,overcast clouds
499,Atar,MR,20.5169,-13.0499,108.41,7,100,14.47,overcast clouds
500,Mizdah,LY,31.4451,12.9801,80.35,17,0,3.49,clear sky
501,Ravar,IR,31.2656,56.8055,73.72,25,6,18.23,clear sky
502,Taltal,CL,-25.4,-70.4833,64.33,65,0,5.01,clear sky
503,Gamba,GA,-2.65,10.0,82.96,76,62,10.09,broken clouds
504,Sabzevar,IR,36.2126,57.6819,74.48,25,40,9.22,scattered clouds
505,Sao Borja,BR,-28.6606,-56.0044,62.94,95,100,1.54,overcast clouds
506,Dharchula,IN,29.85,80.5333,75.81,48,87,8.14,overcast clouds
507,Anaco,VE,9.4389,-64.4728,87.31,47,9,12.77,clear sky
508,Mehkar,IN,20.1508,76.569,99.45,20,2,9.33,clear sky
509,Seminole,US,28.7086,-81.2081,81.09,81,0,1.01,clear sky
510,Malakal,SS,9.5334,31.6605,101.05,24,97,5.37,overcast clouds
511,Surab,PK,28.4914,66.2585,79.5,14,0,14.88,clear sky
512,Totma,RU,59.9747,42.7642,43.56,96,100,6.53,overcast clouds
513,Broadstairs,GB,51.3591,1.4394,69.01,70,3,7.52,clear sky
514,Hofn,IS,64.2539,-15.2082,38.77,87,99,13.49,overcast clouds
515,Louis Trichardt,ZA,-23.0439,29.9032,77.27,30,74,7.14,broken clouds
516,Umba,RU,66.6871,34.3429,48.72,71,98,2.71,overcast clouds
517,Abu Samrah,SY,35.3029,37.1841,84.81,23,63,24.56,broken clouds
518,Nizwa,OM,22.9333,57.5333,97.92,13,0,9.57,clear sky
519,Kemijarvi,FI,66.7131,27.4306,56.75,45,99,3.2,overcast clouds
520,Kingston,JM,17.997,-76.7936,82.24,71,75,20.71,broken clouds
521,Lokosovo,RU,61.1333,74.8167,60.3,67,100,9.19,light rain
522,Marienburg,PL,54.0359,19.0266,62.11,61,67,16.78,broken clouds
523,Mortka,RU,59.3322,66.0214,56.1,52,51,6.46,broken clouds
524,Kholm-Zhirkovskiy,RU,55.5189,33.4731,51.71,65,100,9.01,overcast clouds
525,Itarema,BR,-2.9248,-39.9167,79.97,83,100,12.57,overcast clouds
526,Karpogory,RU,64.0019,44.4451,59.32,60,54,2.89,light rain
527,Rochefort,FR,45.9167,-1.0,80.65,57,100,8.32,overcast clouds
528,Malatya,TR,38.5,38.0,71.65,29,75,23.02,broken clouds
529,Santa Rosa,PH,14.3122,121.1114,87.78,75,80,2.66,broken clouds
530,Whithorn,JM,18.2604,-78.0378,80.44,63,100,3.02,overcast clouds
531,Beni Suef,EG,29.0731,31.0979,94.05,18,100,18.88,overcast clouds
532,Huarmey,PE,-10.0681,-78.1522,66.79,81,23,5.68,few clouds
533,Vidalia,US,32.2177,-82.4135,67.95,88,100,0.0,overcast clouds
534,Gaoual,GN,11.75,-13.2,109.29,19,11,2.86,few clouds
535,Tromso,NO,69.6496,18.957,48.22,57,40,4.61,light rain
536,Cap-Aux-Meules,CA,47.3821,-61.8597,42.85,93,100,23.02,mist
537,Severnyy,RU,50.677,36.5532,57.24,77,75,11.18,light intensity shower rain
538,Wick,GB,58.4333,-3.0833,57.25,58,100,9.22,overcast clouds
539,Vrede,ZA,-27.4257,29.1659,68.83,28,92,9.42,overcast clouds
540,Kiruna,SE,67.8557,20.2251,41.92,87,100,8.05,light rain
541,Gogrial,SS,8.5332,28.1004,101.25,24,99,8.03,overcast clouds
542,Dhidhdhoo,MV,6.8833,73.1,81.46,78,100,23.6,light rain
543,Rivne,UA,50.6231,26.2274,60.39,64,53,15.1,light rain
544,Maraa,BR,-1.8333,-65.3667,79.36,93,79,3.49,broken clouds
545,Sovetskiy,RU,61.3614,63.5842,48.78,79,83,12.71,light rain
546,Kasongo-Lunda,CD,-6.4667,16.8167,87.26,54,66,4.23,broken clouds
547,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.6,96,100,2.51,overcast clouds
548,Horasan,TR,40.0458,42.1728,64.49,40,100,8.9,overcast clouds
549,Copiapo,CL,-27.3667,-70.3333,51.49,34,0,3.2,clear sky
550,Waunakee,US,43.1919,-89.4557,72.81,63,0,3.0,clear sky
551,Peniche,PT,39.3558,-9.3811,84.07,75,19,19.3,few clouds
552,Camacha,PT,33.0833,-16.3333,67.42,68,20,19.57,few clouds
553,Ust-Koksa,RU,50.2696,85.6108,58.26,51,17,3.44,few clouds
554,Manamadurai,IN,9.7,78.4833,84.9,55,100,10.63,overcast clouds
555,Balsas,BR,-7.5325,-46.0356,89.22,44,68,11.14,broken clouds
556,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.4,83,20,4.61,few clouds
557,Templemore,IE,52.7947,-7.8339,67.21,57,57,4.34,broken clouds
558,Itacare,BR,-14.2775,-38.9967,79.16,76,85,8.41,overcast clouds
559,Boyuibe,BO,-20.4167,-63.2833,65.73,70,98,6.76,overcast clouds
560,Malakwal,PK,32.5536,73.2123,102.34,4,0,7.11,clear sky
561,Samoded,RU,63.6083,40.5111,56.7,57,94,6.35,light rain
562,Kokorevka,RU,52.5872,34.2778,58.33,60,100,12.39,light rain
563,Tabou,CI,4.423,-7.3528,81.68,83,86,8.52,moderate rain
564,Orshanka,RU,56.9161,47.8933,54.97,74,72,11.74,light rain
565,Betanzos,ES,43.2804,-8.2147,83.32,39,0,13.8,clear sky
566,Teguise,ES,29.0605,-13.564,68.22,78,20,8.05,few clouds
567,Wana,PK,32.2989,69.5725,91.56,7,100,5.91,overcast clouds
568,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.73,57,32,3.74,light rain
569,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,69,11,14.9,few clouds
570,Riviere-Au-Renard,CA,48.9957,-64.3971,59.29,82,26,17.38,scattered clouds
571,Lynchburg,US,37.4138,-79.1423,68.7,99,96,2.68,light rain
572,Araouane,ML,18.9048,-3.5265,102.16,5,38,21.99,scattered clouds
573,Lithakia,GR,37.7167,20.8333,74.57,72,2,11.27,clear sky
574,Kollam,IN,8.8833,76.6,78.66,87,100,7.07,overcast clouds
575,Turayf,SA,31.6725,38.6637,91.65,18,0,9.22,clear sky
576,Hukuntsi,BW,-24.0,21.75,82.24,14,0,8.03,clear sky
577,Mutare,ZW,-18.9707,32.6709,68.92,44,0,6.51,clear sky
578,Gulu,UG,2.7746,32.299,87.19,38,96,6.89,overcast clouds
579,Bonavista,CA,48.6499,-53.1147,33.67,86,100,12.53,snow
580,Raghogarh,IN,24.45,77.2,103.24,12,47,6.49,scattered clouds
581,Roald,NO,62.5833,6.1333,50.9,71,20,23.02,few clouds
582,Villazon,BO,-22.0866,-65.5942,46.76,22,0,2.01,clear sky
583,Ambilobe,MG,-13.2,49.05,78.26,65,0,1.14,clear sky
584,Rudraprayag,IN,30.2833,78.9833,85.23,19,18,1.25,few clouds
585,Chalus,IR,36.655,51.4204,67.46,73,20,9.22,few clouds
586,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,100,10.36,mist
587,Cacu,BR,-18.5567,-51.1308,86.32,37,17,7.67,few clouds
588,Morris,US,40.8334,-74.5329,69.58,81,100,3.0,mist
589,Maracacume,BR,-2.0428,-45.9592,87.13,63,94,7.78,overcast clouds
590,Souillac,MU,-20.5167,57.5167,77.38,65,20,5.75,few clouds
591,Meridian,US,43.6121,-116.3915,52.32,80,75,4.61,light rain
592,Bronkhorstspruit,ZA,-25.8102,28.7425,74.55,26,34,8.59,scattered clouds
593,Bafoulabe,ML,13.8065,-10.8321,112.48,5,4,10.83,clear sky
594,Malindi,KE,-3.2175,40.1191,82.06,71,97,15.08,overcast clouds
595,Kincardine,GB,56.0667,-3.7167,65.98,61,100,11.34,overcast clouds
596,Shetpe,KZ,44.1667,52.1167,68.92,39,0,20.96,clear sky
597,Voyvozh,RU,62.892,54.9635,53.91,65,100,4.25,overcast clouds
598,Leticia,CO,-4.2153,-69.9406,78.85,94,40,0.0,scattered clouds
599,Antofagasta,CL,-23.65,-70.4,58.28,60,6,4.61,clear sky
600,Walvis Bay,NA,-22.9575,14.5053,67.95,51,8,13.53,clear sky
601,Banda Aceh,ID,5.5577,95.3222,82.4,80,100,0.98,overcast clouds
602,Campoverde,PE,-8.4753,-74.8058,80.29,76,69,2.13,broken clouds
603,Meulaboh,ID,4.1363,96.1285,81.55,83,98,2.73,overcast clouds
604,Santa Maria,BR,-29.6842,-53.8069,54.7,100,100,5.75,mist
605,Bagotville,AU,-28.9833,153.4167,70.65,97,100,9.1,overcast clouds
606,Odda,NO,60.0691,6.5457,49.77,100,95,6.93,overcast clouds
607,Apopka,US,28.6806,-81.5095,80.85,67,6,1.01,clear sky
608,Nemours,FR,48.2751,2.6908,76.39,49,100,5.39,overcast clouds
609,Srikakulam,IN,18.3,83.9,85.44,83,6,12.26,clear sky
610,Tarazona,ES,41.9,-1.7333,80.42,74,100,21.18,light rain
611,Dalbandin,PK,28.8947,64.4101,92.03,12,0,10.8,clear sky
612,Suez,EG,29.9737,32.5263,86.5,31,100,18.63,overcast clouds
613,Montabaur,DE,50.4333,7.8333,76.71,37,22,5.7,few clouds
614,Butia,BR,-30.1197,-51.9622,65.39,70,100,2.19,overcast clouds
615,Alberton,CA,46.8168,-64.0654,51.93,88,92,10.16,overcast clouds
616,Kielce,PL,50.8703,20.6275,62.02,1,93,12.91,overcast clouds
617,Neftcala,AZ,39.3742,49.2472,65.43,70,0,19.28,clear sky
618,Rovaniemi,FI,66.5,25.7167,58.41,35,0,6.91,clear sky
619,Virginia Beach,US,36.8529,-75.978,68.05,96,100,0.0,mist
620,Sinnamary,GF,5.3833,-52.95,80.38,88,91,8.12,heavy intensity rain
621,Cap-Haitien,HT,19.7578,-72.2042,82.26,62,92,2.06,overcast clouds
622,Sechura,PE,-5.5569,-80.8222,69.67,75,51,9.82,broken clouds
623,Sharanga,RU,57.1775,46.5396,51.17,76,89,10.96,light rain
624,Elsterwerda,DE,51.45,13.5333,71.46,49,98,12.53,overcast clouds
625,Jacqueville,CI,5.2052,-4.4146,78.96,82,97,8.75,overcast clouds
626,Micheweni,TZ,-4.9667,39.8333,82.47,70,74,11.74,broken clouds
627,Iracoubo,GF,5.4802,-53.2011,80.19,89,86,8.28,heavy intensity rain
628,Maniitsoq,GL,65.4167,-52.9,26.76,67,100,12.62,overcast clouds
629,Hoshcha,UA,50.6003,26.6744,60.53,61,55,14.38,broken clouds
630,Benavente,ES,42.0025,-5.6783,76.33,36,56,4.38,broken clouds
631,Rudbar,AF,30.15,62.6,85.1,20,0,22.15,clear sky
632,Zhanaozen,KZ,43.3,52.8,66.34,38,0,18.68,clear sky
633,Saposoa,PE,-6.934,-76.7716,76.01,82,78,1.21,broken clouds
634,Cuamba,MZ,-14.8031,36.5372,77.86,45,8,0.81,clear sky
635,Malanje,AO,-9.5402,16.341,82.53,38,68,4.85,broken clouds
636,Bereda,ES,43.2686,-7.5406,77.41,31,100,5.26,overcast clouds
637,Itaituba,BR,-4.2761,-55.9836,87.96,70,40,5.75,scattered clouds
638,Florianopolis,BR,-27.6146,-48.5012,70.12,81,40,5.75,scattered clouds
639,Morogoro,TZ,-6.8167,37.6667,82.58,65,75,0.0,broken clouds
640,Bolotnoye,RU,55.6717,84.3981,66.49,43,94,6.08,overcast clouds
641,Carlos Chagas,BR,-17.7031,-40.7664,79.77,61,100,7.54,overcast clouds
642,Lieto,FI,60.5103,22.4618,60.3,60,40,11.5,scattered clouds
643,Benguela,AO,-12.5763,13.4055,81.21,71,4,8.72,clear sky
644,Kibala,TD,9.1104,18.3463,93.15,36,0,6.91,clear sky
645,Podyuga,RU,61.095,40.8647,49.46,86,100,4.34,light rain
646,Vatne,NO,62.5667,6.65,46.58,74,77,18.92,broken clouds
647,Megion,RU,61.0296,76.1136,68.02,71,100,14.47,moderate rain
648,Corbelia,BR,-24.7989,-53.3067,63.75,72,100,9.17,moderate rain
649,Melchor De Mencos,GT,17.0686,-89.1522,73.4,88,0,4.61,clear sky
650,Paita,PE,-5.0892,-81.1144,68.67,79,40,9.78,scattered clouds
651,Krasnovishersk,RU,60.4078,57.082,47.91,92,100,12.35,light rain
652,Maxixe,MZ,-23.8597,35.3472,75.2,68,0,7.54,clear sky
653,Hit,IQ,33.6416,42.8251,93.63,9,16,12.55,few clouds
654,Orangeburg,US,33.4918,-80.8557,73.24,77,75,1.99,broken clouds
655,Capaci,IT,38.1711,13.2393,80.65,40,0,17.27,clear sky
656,Consett,GB,54.854,-1.8316,67.96,49,96,7.45,overcast clouds
657,Ruiselede,BE,51.0572,3.3788,76.03,56,20,10.0,few clouds
658,Floro,NO,61.5996,5.0328,50.23,71,40,8.05,scattered clouds
659,Gao,ML,16.6362,1.637,107.22,5,98,2.62,overcast clouds
660,Chiredzi,ZW,-21.05,31.6667,84.2,25,0,9.06,clear sky
