City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
290,Kirovsk,UA,55.15,light rain,48.6375,38.6428,
291,Ankazobe,MG,67.66,few clouds,-18.3167,47.1167,
292,Meteti,PA,80.55,broken clouds,8.4983,-77.9786,Txai Mauá
293,Aksu,CN,71.11,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
294,Puerto Cabezas,NI,80.56,scattered clouds,14.0351,-83.3888,Cabaña Caribe
298,Hambantota,LK,77.34,overcast clouds,6.1241,81.1185,Bungalow 63
300,Thinadhoo,MV,84.29,overcast clouds,0.5333,72.9333,
301,Straumen,NO,44.6,light rain,63.8709,11.2999,Jægtvolden Fjordhotell
302,Morondava,MG,80.02,clear sky,-20.2833,44.2833,La Case Bambou
303,Jijiga,ET,84.54,broken clouds,9.35,42.8,RAMAAS HOTEL
304,Medea,DZ,82.22,broken clouds,36.2642,2.7539,Hôtel M'Sallah
305,Treinta Y Tres,UY,62.91,clear sky,-33.2333,-54.3833,Jardines Apart-Hotel
306,Maceio,BR,78.24,mist,-9.6658,-35.7353,Hotel Ponta Verde Maceió
307,Vawkavysk,BY,57.61,broken clouds,53.1561,24.4513,Krasnosiel'skii
308,Geraldton,AU,61.21,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
310,Mahanoro,MG,73.56,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
311,Ermelo,ZA,69.17,overcast clouds,-26.5333,29.9833,Zemira Guesthouse
312,Bukama,CD,88.03,clear sky,-9.2,25.85,
313,Westport,US,73.44,mist,41.1415,-73.3579,The Westport Inn
314,Ventspils,LV,51.73,clear sky,57.3894,21.5606,Jūras brīze
315,Muzhi,RU,51.67,heavy intensity rain,65.3667,64.6667,Gostinitsa
316,Mpulungu,ZM,79.95,few clouds,-8.7623,31.1141,Chela moche guest house
317,Villingen-Schwenningen,DE,74.59,scattered clouds,48.0667,8.45,Romantik Hotel Rindenmühle
318,Japura,ID,77.79,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
319,Killybegs,IE,60.51,overcast clouds,54.6333,-8.45,Tara Hotel
320,Shelburne,CA,72.36,clear sky,44.0787,-80.2041,The Retreat at the Farm
321,Conceicao Da Barra,BR,79.52,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
322,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
323,Ponta Delgada,PT,69.49,few clouds,37.7333,-25.6667,Vila Nova Hotel
325,Mariel,CU,77.14,clear sky,22.9875,-82.7536,Casa De Alojamiento Marilda
326,Senekal,ZA,70.3,broken clouds,-28.3197,27.6208,Hendersons Lodge
327,Balkhash,KZ,63.41,broken clouds,46.844,74.9804,Family
328,Albany,US,73.27,broken clouds,42.6001,-73.9662,
329,Canakkale,TR,68.58,overcast clouds,40.0833,26.8333,
331,Sens,FR,70.3,overcast clouds,48.1667,3.3333,Hôtel HAVANA
332,Tabuk,PH,73.63,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
333,Saint-Francois,FR,81.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
334,Caravelas,BR,76.64,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
336,El Porvenir,HN,69.13,scattered clouds,13.7617,-87.3458,Campo de Futbol Las Delicias
337,Osakarovka,KZ,69.42,broken clouds,50.565,72.5692,Motel' Osakarovka
338,Puerto Narino,CO,76.96,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
339,Derazhnya,UA,58.89,overcast clouds,49.2692,27.4338,
340,Mayumba,GA,81.12,light rain,-3.432,10.6554,LIKWALE LODGE
341,Xacmaz,AZ,74.25,clear sky,41.4635,48.806,məgəl restoranı
342,Belmonte,BR,77.88,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
343,Joensuu,FI,59.49,clear sky,62.6012,29.7632,Original Sokos Hotel Kimmel
344,Maua,BR,73.08,clear sky,-23.6678,-46.4614,Hotel Capriccio Mauá
345,Bandarbeyla,SO,86.04,clear sky,9.4942,50.8122,JABIR HOTEL
346,Oksfjord,NO,48.27,overcast clouds,70.2396,22.3479,
347,Martinsburg,US,70.48,overcast clouds,39.4562,-77.9639,"Holiday Inn Martinsburg, an IHG Hotel"
348,Hualmay,PE,66.31,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
349,Charagua,BO,69.37,overcast clouds,-19.8,-63.2167,Hotel
350,Yarovoye,RU,71.47,light rain,52.9273,78.58,KirOFF Park
351,Pribram,CZ,71.98,broken clouds,49.6899,14.0104,Time Cafe - Cafe & Pension
352,Hindupur,IN,89.74,scattered clouds,13.8289,77.4933,Om Shiridi Sai Deluxe Bedding Centre
353,Zhezkazgan,KZ,69.78,scattered clouds,47.8043,67.7144,Hotel Zumrat
354,Sao Mateus,BR,78.89,overcast clouds,-18.7161,-39.8589,Hotel Rio Norte
356,Tambovka,RU,46.06,overcast clouds,50.0969,128.0489,Lyzhnaya Gorka
357,Humboldt,US,45.14,broken clouds,40.6665,-123.9178,
358,Camapua,BR,86.63,clear sky,-19.5314,-54.0439,Comercial Estrela
359,Toul,FR,74.32,clear sky,48.6667,5.9167,Abc Hotel
360,Altay,CN,60.17,clear sky,47.8667,88.1167,Jinqiao Hotel
363,Trelew,AR,50.52,clear sky,-43.249,-65.3051,Hotel Touring Club
364,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
367,Mahibadhoo,MV,83.95,moderate rain,3.7833,72.9667,Omadhoo Inn
368,Lebyazhye,RU,60.66,overcast clouds,55.2689,66.4947,
369,Agropoli,IT,73.09,broken clouds,40.3469,14.9966,B&B Baia di Trentova
372,Sorland,NO,44.46,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
374,Andenes,NO,44.58,light intensity drizzle,69.3143,16.1194,Hotell Marena
375,Kuhdasht,IR,80.15,clear sky,33.535,47.6061,فروشگاه زنبیل
376,Werda,BW,81.57,clear sky,-25.2667,23.2833,
377,Sao Miguel Do Araguaia,BR,88.03,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
379,Teknaf,BD,83.21,scattered clouds,20.8624,92.3058,Forestry Guesthouse
380,Puerto Leguizamo,CO,76.5,overcast clouds,-0.1934,-74.7819,la casona de juancho
381,Hobyo,SO,83.12,broken clouds,5.3505,48.5268,Iftin hotel hobyo
384,Voi,KE,80.98,overcast clouds,-3.3945,38.563,Voi Wildlife Lodge
385,Iralaya,HN,80.38,few clouds,15.0,-83.2333,Iglesia morava renovada
386,Akureyri,IS,44.53,few clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
388,Iquitos,PE,78.84,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
389,Prado,BR,76.87,overcast clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
390,Anloga,GH,85.42,overcast clouds,5.7947,0.8973,Pin Drop Hotel
391,Neuquen,AR,40.89,clear sky,-38.9516,-68.0591,Hotel del Comahue
392,Williamsport,US,70.11,overcast clouds,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
